saldo_corrente,duracao_emp_meses,historico_credito,motivo,quantia,saldo_poupanca,tempo_empregado,porcentagem_renda,anos_residencia,idade,outro_credito,residencia,qtd_emprestimos_existentes,emprego,dependentes,telefone,inadimplente
< 0 DM,12.0,bom,carro,1274,< 100 DM,< 1 ano,3.0,1.0,37,nenhum,propria,1,nao-qualificado,1,nao,sim
desconhecido,21.0,bom,carro,5248,desconhecido,1 - 4 anos,1.0,3.0,26,nenhum,propria,1,qualificado,1,nao,nao
desconhecido,15.0,bom,carro,3029,< 100 DM,4 - 7 anos,2.0,2.0,33,nenhum,propria,1,qualificado,1,nao,nao
< 0 DM,6.0,bom,moveis/eletrodomesticos,428,< 100 DM,> 7 anos,2.0,1.0,49,banco,propria,1,qualificado,1,sim,nao
< 0 DM,18.0,bom,carro,976,< 100 DM,< 1 ano,1.0,2.0,23,nenhum,propria,1,nao-qualificado,1,nao,sim
1 - 200 DM,12.0,bom,negocios,841,100 - 500 DM,4 - 7 anos,2.0,4.0,23,nenhum,alugada,1,nao-qualificado,1,nao,nao
desconhecido,30.0,critico,moveis/eletrodomesticos,5771,< 100 DM,4 - 7 anos,4.0,2.0,25,nenhum,propria,2,qualificado,1,nao,nao
desconhecido,12.0,ruim,renovacao,1555,> 1000 DM,> 7 anos,4.0,4.0,55,nenhum,outros,2,qualificado,2,nao,sim
< 0 DM,24.0,bom,carro,1285,desconhecido,4 - 7 anos,4.0,4.0,32,nenhum,alugada,1,qualificado,1,nao,sim
> 200 DM,6.0,critico,carro,1299,< 100 DM,1 - 4 anos,1.0,1.0,74,nenhum,propria,3,desempregado,2,nao,nao
> 200 DM,15.0,critico,moveis/eletrodomesticos,1271,desconhecido,1 - 4 anos,3.0,4.0,39,nenhum,outros,2,qualificado,1,sim,sim
desconhecido,24.0,bom,carro,1393,< 100 DM,1 - 4 anos,2.0,2.0,31,nenhum,propria,1,qualificado,1,sim,nao
< 0 DM,12.0,critico,carro,691,< 100 DM,> 7 anos,4.0,3.0,35,nenhum,propria,2,qualificado,1,nao,sim
desconhecido,15.0,critico,carro,5045,desconhecido,> 7 anos,1.0,4.0,59,nenhum,propria,1,qualificado,1,sim,nao
< 0 DM,18.0,critico,moveis/eletrodomesticos,2124,< 100 DM,1 - 4 anos,4.0,4.0,24,nenhum,alugada,2,qualificado,1,nao,sim
< 0 DM,12.0,bom,moveis/eletrodomesticos,2214,< 100 DM,1 - 4 anos,4.0,3.0,24,nenhum,propria,1,nao-qualificado,1,nao,nao
desconhecido,21.0,critico,carro,12680,desconhecido,> 7 anos,4.0,4.0,30,nenhum,outros,1,gerencial,1,sim,sim
desconhecido,24.0,critico,carro,2463,100 - 500 DM,4 - 7 anos,4.0,3.0,27,nenhum,propria,2,qualificado,1,sim,nao
1 - 200 DM,12.0,bom,moveis/eletrodomesticos,1155,< 100 DM,> 7 anos,3.0,3.0,40,banco,propria,2,nao-qualificado,1,nao,nao
< 0 DM,30.0,bom,moveis/eletrodomesticos,3108,< 100 DM,< 1 ano,2.0,4.0,31,nenhum,propria,1,nao-qualificado,1,nao,sim
desconhecido,10.0,bom,carro,2901,desconhecido,< 1 ano,1.0,4.0,31,nenhum,alugada,1,qualificado,1,nao,nao
1 - 200 DM,12.0,critico,moveis/eletrodomesticos,3617,< 100 DM,> 7 anos,1.0,4.0,28,nenhum,alugada,3,qualificado,1,sim,nao
desconhecido,12.0,critico,moveis/eletrodomesticos,1655,< 100 DM,> 7 anos,2.0,4.0,63,nenhum,propria,2,nao-qualificado,1,sim,nao
< 0 DM,24.0,bom,carro,2812,desconhecido,> 7 anos,2.0,4.0,26,nenhum,alugada,1,qualificado,1,nao,nao
< 0 DM,36.0,critico,educacao,8065,< 100 DM,1 - 4 anos,3.0,2.0,25,nenhum,propria,2,gerencial,1,sim,sim
desconhecido,21.0,critico,carro,3275,< 100 DM,> 7 anos,1.0,4.0,36,nenhum,propria,1,gerencial,1,sim,nao
desconhecido,24.0,critico,moveis/eletrodomesticos,2223,100 - 500 DM,> 7 anos,4.0,4.0,52,banco,propria,2,qualificado,1,nao,nao
> 200 DM,12.0,critico,carro,1480,500 - 1000 DM,desempregado,2.0,4.0,66,banco,outros,3,desempregado,1,nao,nao
< 0 DM,24.0,bom,carro,1371,desconhecido,1 - 4 anos,4.0,4.0,25,nenhum,alugada,1,qualificado,1,nao,sim
desconhecido,36.0,critico,carro,3535,< 100 DM,4 - 7 anos,4.0,4.0,37,nenhum,propria,2,qualificado,1,sim,nao
< 0 DM,18.0,bom,moveis/eletrodomesticos,3509,< 100 DM,4 - 7 anos,4.0,1.0,25,nenhum,propria,1,qualificado,1,nao,nao
desconhecido,36.0,critico,carro,5711,> 1000 DM,> 7 anos,4.0,2.0,38,nenhum,propria,2,gerencial,1,sim,nao
1 - 200 DM,18.0,bom,renovacao,3872,< 100 DM,desempregado,2.0,4.0,67,nenhum,propria,1,qualificado,1,sim,nao
1 - 200 DM,39.0,critico,moveis/eletrodomesticos,4933,< 100 DM,4 - 7 anos,2.0,2.0,25,nenhum,propria,2,qualificado,1,nao,sim
desconhecido,24.0,critico,carro,1940,> 1000 DM,> 7 anos,4.0,4.0,60,nenhum,propria,1,qualificado,1,sim,nao
1 - 200 DM,12.0,perfeito,educacao,1410,< 100 DM,1 - 4 anos,2.0,2.0,31,nenhum,propria,1,nao-qualificado,1,sim,nao
1 - 200 DM,12.0,bom,carro,836,100 - 500 DM,< 1 ano,4.0,2.0,23,banco,propria,1,nao-qualificado,1,nao,sim
1 - 200 DM,20.0,bom,carro,6468,desconhecido,desempregado,1.0,4.0,60,nenhum,propria,1,gerencial,1,sim,nao
1 - 200 DM,18.0,bom,negocios,1941,> 1000 DM,1 - 4 anos,4.0,2.0,35,nenhum,propria,1,nao-qualificado,1,sim,nao
desconhecido,22.0,bom,moveis/eletrodomesticos,2675,500 - 1000 DM,> 7 anos,3.0,4.0,40,nenhum,propria,1,qualificado,1,nao,nao
desconhecido,48.0,critico,carro,2751,desconhecido,> 7 anos,4.0,3.0,38,nenhum,propria,2,qualificado,2,sim,nao
1 - 200 DM,48.0,ruim,educacao,6224,< 100 DM,> 7 anos,4.0,4.0,50,nenhum,outros,1,qualificado,1,nao,sim
< 0 DM,40.0,critico,educacao,5998,< 100 DM,1 - 4 anos,4.0,3.0,27,banco,propria,1,qualificado,1,sim,sim
1 - 200 DM,21.0,bom,negocios,1188,< 100 DM,> 7 anos,2.0,4.0,39,nenhum,propria,1,qualificado,2,nao,sim
desconhecido,24.0,bom,carro,6313,desconhecido,> 7 anos,3.0,4.0,41,nenhum,propria,1,gerencial,2,sim,nao
desconhecido,6.0,critico,moveis/eletrodomesticos,1221,desconhecido,1 - 4 anos,1.0,2.0,27,nenhum,propria,2,qualificado,1,nao,nao
> 200 DM,24.0,bom,moveis/eletrodomesticos,2892,< 100 DM,> 7 anos,3.0,4.0,51,nenhum,outros,1,qualificado,1,nao,nao
desconhecido,24.0,bom,moveis/eletrodomesticos,3062,500 - 1000 DM,> 7 anos,4.0,3.0,32,nenhum,alugada,1,qualificado,1,sim,nao
desconhecido,9.0,bom,moveis/eletrodomesticos,2301,100 - 500 DM,< 1 ano,2.0,4.0,22,nenhum,alugada,1,qualificado,1,nao,nao
< 0 DM,18.0,bom,carro,7511,desconhecido,> 7 anos,1.0,4.0,51,nenhum,outros,1,qualificado,2,sim,sim
desconhecido,12.0,critico,moveis/eletrodomesticos,1258,< 100 DM,< 1 ano,2.0,4.0,22,nenhum,alugada,2,nao-qualificado,1,nao,nao
desconhecido,24.0,ruim,carro,717,desconhecido,> 7 anos,4.0,4.0,54,nenhum,propria,2,qualificado,1,sim,nao
1 - 200 DM,9.0,bom,carro,1549,desconhecido,< 1 ano,4.0,2.0,35,nenhum,propria,1,desempregado,1,nao,nao
desconhecido,24.0,critico,educacao,1597,< 100 DM,> 7 anos,4.0,4.0,54,nenhum,outros,2,qualificado,2,nao,nao
1 - 200 DM,18.0,critico,moveis/eletrodomesticos,1795,< 100 DM,> 7 anos,3.0,4.0,48,banco,alugada,2,nao-qualificado,1,sim,nao
< 0 DM,20.0,critico,moveis/eletrodomesticos,4272,< 100 DM,> 7 anos,1.0,4.0,24,nenhum,propria,2,qualificado,1,nao,nao
desconhecido,12.0,critico,moveis/eletrodomesticos,976,desconhecido,> 7 anos,4.0,4.0,35,nenhum,propria,2,qualificado,1,nao,nao
1 - 200 DM,12.0,bom,carro,7472,desconhecido,desempregado,1.0,2.0,24,nenhum,alugada,1,desempregado,1,nao,nao
< 0 DM,36.0,bom,carro,9271,< 100 DM,4 - 7 anos,2.0,1.0,24,nenhum,propria,1,qualificado,1,sim,sim
1 - 200 DM,6.0,bom,moveis/eletrodomesticos,590,< 100 DM,< 1 ano,3.0,3.0,26,nenhum,propria,1,nao-qualificado,1,nao,nao
desconhecido,12.0,critico,moveis/eletrodomesticos,930,desconhecido,> 7 anos,4.0,4.0,65,nenhum,propria,4,qualificado,1,nao,nao
1 - 200 DM,42.0,muito bom,carro,9283,< 100 DM,desempregado,1.0,2.0,55,banco,outros,1,gerencial,1,sim,nao
1 - 200 DM,15.0,perfeito,carro,1778,< 100 DM,< 1 ano,2.0,1.0,26,nenhum,alugada,2,desempregado,1,nao,sim
1 - 200 DM,8.0,bom,negocios,907,< 100 DM,< 1 ano,3.0,2.0,26,nenhum,propria,1,qualificado,1,sim,nao
1 - 200 DM,6.0,bom,moveis/eletrodomesticos,484,< 100 DM,4 - 7 anos,3.0,3.0,28,banco,propria,1,nao-qualificado,1,nao,nao
< 0 DM,36.0,critico,carro,9629,< 100 DM,4 - 7 anos,4.0,4.0,24,nenhum,propria,2,qualificado,1,sim,sim
< 0 DM,48.0,bom,moveis/eletrodomesticos,3051,< 100 DM,1 - 4 anos,3.0,4.0,54,nenhum,propria,1,qualificado,1,nao,sim
< 0 DM,48.0,bom,carro,3931,< 100 DM,4 - 7 anos,4.0,4.0,46,nenhum,outros,1,qualificado,2,nao,sim
1 - 200 DM,36.0,ruim,carro,7432,< 100 DM,1 - 4 anos,2.0,2.0,54,nenhum,alugada,1,qualificado,1,nao,nao
desconhecido,6.0,bom,moveis/eletrodomesticos,1338,500 - 1000 DM,1 - 4 anos,1.0,4.0,62,nenhum,propria,1,qualificado,1,nao,nao
desconhecido,6.0,critico,moveis/eletrodomesticos,1554,< 100 DM,4 - 7 anos,1.0,2.0,24,nenhum,alugada,2,qualificado,1,sim,nao
< 0 DM,36.0,bom,carr0,15857,< 100 DM,desempregado,2.0,3.0,43,nenhum,propria,1,gerencial,1,nao,nao
< 0 DM,18.0,bom,moveis/eletrodomesticos,1345,< 100 DM,1 - 4 anos,4.0,3.0,26,banco,propria,1,qualificado,1,nao,sim
desconhecido,12.0,bom,carro,1101,< 100 DM,1 - 4 anos,3.0,2.0,27,nenhum,propria,2,qualificado,1,sim,nao
> 200 DM,12.0,bom,moveis/eletrodomesticos,3016,< 100 DM,1 - 4 anos,3.0,1.0,24,nenhum,propria,1,qualificado,1,nao,nao
< 0 DM,36.0,bom,moveis/eletrodomesticos,2712,< 100 DM,> 7 anos,2.0,2.0,41,banco,propria,1,qualificado,2,nao,sim
< 0 DM,8.0,critico,carro,731,< 100 DM,> 7 anos,4.0,4.0,47,nenhum,propria,2,nao-qualificado,1,nao,nao
desconhecido,18.0,critico,moveis/eletrodomesticos,3780,< 100 DM,< 1 ano,3.0,2.0,35,nenhum,propria,2,gerencial,1,sim,nao
< 0 DM,21.0,critico,carro,1602,< 100 DM,> 7 anos,4.0,3.0,30,nenhum,propria,2,qualificado,1,sim,nao
< 0 DM,18.0,critico,carro,3966,< 100 DM,> 7 anos,1.0,4.0,33,banco,alugada,3,qualificado,1,sim,sim
desconhecido,18.0,perfeito,negocios,4165,< 100 DM,1 - 4 anos,2.0,2.0,36,loja,propria,2,qualificado,2,nao,sim
< 0 DM,36.0,bom,carro,8335,desconhecido,> 7 anos,3.0,4.0,47,nenhum,outros,1,qualificado,1,nao,sim
1 - 200 DM,48.0,ruim,negocios,6681,desconhecido,1 - 4 anos,4.0,4.0,38,nenhum,outros,1,qualificado,2,sim,nao
desconhecido,24.0,ruim,negocios,2375,500 - 1000 DM,1 - 4 anos,4.0,2.0,44,nenhum,propria,2,qualificado,2,sim,nao
< 0 DM,18.0,bom,carro,1216,< 100 DM,< 1 ano,4.0,3.0,23,nenhum,alugada,1,qualificado,1,sim,sim
< 0 DM,45.0,perfeito,negocios,11816,< 100 DM,> 7 anos,2.0,4.0,29,nenhum,alugada,2,qualificado,1,nao,sim
1 - 200 DM,24.0,bom,moveis/eletrodomesticos,5084,desconhecido,> 7 anos,2.0,4.0,42,nenhum,propria,1,qualificado,1,sim,nao
> 200 DM,15.0,bom,moveis/eletrodomesticos,2327,< 100 DM,< 1 ano,2.0,3.0,25,nenhum,propria,1,nao-qualificado,1,nao,sim
< 0 DM,12.0,perfeito,carro,1082,< 100 DM,1 - 4 anos,4.0,4.0,48,banco,propria,2,qualificado,1,nao,sim
desconhecido,12.0,bom,moveis/eletrodomesticos,886,desconhecido,1 - 4 anos,4.0,2.0,21,nenhum,propria,1,qualificado,1,nao,nao
desconhecido,4.0,bom,moveis/eletrodomesticos,601,< 100 DM,< 1 ano,1.0,3.0,23,nenhum,alugada,1,nao-qualificado,2,nao,nao
< 0 DM,24.0,critico,carro,2957,< 100 DM,> 7 anos,4.0,4.0,63,nenhum,propria,2,qualificado,1,sim,nao
desconhecido,24.0,critico,moveis/eletrodomesticos,2611,< 100 DM,> 7 anos,4.0,3.0,46,nenhum,propria,2,qualificado,1,nao,nao
< 0 DM,36.0,bom,moveis/eletrodomesticos,5179,< 100 DM,4 - 7 anos,4.0,2.0,29,nenhum,propria,1,qualificado,1,nao,sim
desconhecido,21.0,ruim,carro,2993,< 100 DM,1 - 4 anos,3.0,2.0,28,loja,propria,2,nao-qualificado,1,nao,nao
desconhecido,18.0,bom,renovacao,1943,< 100 DM,< 1 ano,4.0,4.0,23,nenhum,propria,1,qualificado,1,nao,sim
desconhecido,24.0,muito bom,negocios,1559,< 100 DM,4 - 7 anos,4.0,4.0,50,banco,propria,1,qualificado,1,sim,nao
desconhecido,18.0,bom,moveis/eletrodomesticos,3422,< 100 DM,> 7 anos,4.0,4.0,47,banco,propria,3,qualificado,2,sim,nao
1 - 200 DM,21.0,bom,moveis/eletrodomesticos,3976,desconhecido,4 - 7 anos,2.0,3.0,35,nenhum,propria,1,qualificado,1,sim,nao
desconhecido,18.0,bom,carro,6761,desconhecido,1 - 4 anos,2.0,4.0,68,nenhum,alugada,2,qualificado,1,nao,sim
desconhecido,24.0,bom,carro,1249,< 100 DM,< 1 ano,4.0,2.0,28,nenhum,propria,1,qualificado,1,nao,nao
< 0 DM,9.0,bom,moveis/eletrodomesticos,1364,< 100 DM,4 - 7 anos,3.0,4.0,59,nenhum,propria,1,qualificado,1,nao,nao
< 0 DM,12.0,bom,moveis/eletrodomesticos,709,< 100 DM,> 7 anos,4.0,4.0,57,loja,propria,1,nao-qualificado,1,nao,sim
< 0 DM,20.0,critico,carro,2235,< 100 DM,1 - 4 anos,4.0,2.0,33,banco,alugada,2,qualificado,1,nao,sim
desconhecido,24.0,critico,carro,4042,desconhecido,4 - 7 anos,3.0,4.0,43,nenhum,propria,2,qualificado,1,sim,nao
desconhecido,15.0,critico,moveis/eletrodomesticos,1471,< 100 DM,1 - 4 anos,4.0,4.0,35,nenhum,outros,2,qualificado,1,sim,nao
< 0 DM,18.0,muito bom,carro,1442,< 100 DM,4 - 7 anos,4.0,4.0,32,nenhum,outros,2,nao-qualificado,2,nao,sim
desconhecido,36.0,ruim,carro,10875,< 100 DM,> 7 anos,2.0,2.0,45,nenhum,propria,2,qualificado,2,sim,nao
desconhecido,24.0,bom,carro,1474,100 - 500 DM,< 1 ano,4.0,3.0,33,nenhum,propria,1,qualificado,1,sim,nao
desconhecido,10.0,bom,educacao,894,desconhecido,4 - 7 anos,4.0,3.0,40,nenhum,propria,1,qualificado,1,sim,nao
desconhecido,15.0,critico,moveis/eletrodomesticos,3343,< 100 DM,1 - 4 anos,4.0,2.0,28,nenhum,outros,1,qualificado,1,sim,nao
< 0 DM,15.0,bom,carro,3959,< 100 DM,1 - 4 anos,3.0,2.0,29,nenhum,propria,1,qualificado,1,sim,sim
desconhecido,9.0,bom,carro,3577,100 - 500 DM,1 - 4 anos,1.0,2.0,26,nenhum,alugada,1,qualificado,2,nao,nao
desconhecido,24.0,critico,carro,5804,> 1000 DM,1 - 4 anos,4.0,2.0,27,nenhum,propria,2,qualificado,1,nao,nao
desconhecido,18.0,ruim,negocios,2169,< 100 DM,1 - 4 anos,4.0,2.0,28,nenhum,propria,1,qualificado,1,sim,sim
< 0 DM,24.0,bom,moveis/eletrodomesticos,2439,< 100 DM,< 1 ano,4.0,4.0,35,nenhum,propria,1,qualificado,1,sim,sim
desconhecido,27.0,critico,moveis/eletrodomesticos,4526,> 1000 DM,< 1 ano,4.0,2.0,32,loja,propria,2,nao-qualificado,2,sim,nao
desconhecido,10.0,bom,moveis/eletrodomesticos,2210,< 100 DM,1 - 4 anos,2.0,2.0,25,banco,alugada,1,nao-qualificado,1,nao,sim
desconhecido,15.0,bom,moveis/eletrodomesticos,2221,500 - 1000 DM,1 - 4 anos,2.0,4.0,20,nenhum,alugada,1,qualificado,1,nao,nao
< 0 DM,18.0,bom,moveis/eletrodomesticos,2389,< 100 DM,< 1 ano,4.0,1.0,27,loja,propria,1,qualificado,1,nao,nao
desconhecido,12.0,critico,moveis/eletrodomesticos,3331,< 100 DM,> 7 anos,2.0,4.0,42,loja,propria,1,qualificado,1,nao,nao
desconhecido,36.0,bom,negocios,7409,desconhecido,> 7 anos,3.0,2.0,37,nenhum,propria,2,qualificado,1,nao,nao
< 0 DM,12.0,bom,moveis/eletrodomesticos,652,< 100 DM,> 7 anos,4.0,4.0,24,nenhum,alugada,1,qualificado,1,nao,nao
desconhecido,36.0,ruim,moveis/eletrodomesticos,7678,500 - 1000 DM,4 - 7 anos,2.0,4.0,40,nenhum,propria,2,qualificado,1,sim,nao
> 200 DM,6.0,critico,carro,1343,< 100 DM,> 7 anos,1.0,4.0,46,nenhum,propria,2,qualificado,2,nao,nao
< 0 DM,24.0,critico,negocios,1382,100 - 500 DM,4 - 7 anos,4.0,1.0,26,nenhum,propria,2,qualificado,1,sim,nao
desconhecido,15.0,bom,moveis/eletrodomesticos,874,desconhecido,< 1 ano,4.0,1.0,24,nenhum,propria,1,qualificado,1,nao,nao
< 0 DM,12.0,bom,moveis/eletrodomesticos,3590,< 100 DM,1 - 4 anos,2.0,2.0,29,nenhum,propria,1,nao-qualificado,2,nao,nao
1 - 200 DM,11.0,critico,carro,1322,> 1000 DM,1 - 4 anos,4.0,4.0,40,nenhum,propria,2,qualificado,1,nao,nao
< 0 DM,18.0,muito bom,moveis/eletrodomesticos,1940,< 100 DM,< 1 ano,3.0,4.0,36,banco,outros,1,gerencial,1,sim,nao
desconhecido,36.0,bom,moveis/eletrodomesticos,3595,< 100 DM,> 7 anos,4.0,2.0,28,nenhum,propria,1,qualificado,1,nao,nao
< 0 DM,9.0,bom,carro,1422,< 100 DM,< 1 ano,3.0,2.0,27,nenhum,outros,1,gerencial,1,sim,sim
desconhecido,30.0,critico,moveis/eletrodomesticos,6742,desconhecido,4 - 7 anos,2.0,3.0,36,nenhum,propria,2,qualificado,1,nao,nao
desconhecido,24.0,bom,carro,7814,< 100 DM,4 - 7 anos,3.0,3.0,38,nenhum,propria,1,gerencial,1,sim,nao
desconhecido,24.0,bom,carro,9277,desconhecido,1 - 4 anos,2.0,4.0,48,nenhum,outros,1,qualificado,1,sim,nao
1 - 200 DM,30.0,critico,carro,2181,desconhecido,> 7 anos,4.0,4.0,36,nenhum,propria,2,qualificado,1,nao,nao
desconhecido,18.0,critico,moveis/eletrodomesticos,1098,< 100 DM,desempregado,4.0,4.0,65,nenhum,propria,2,desempregado,1,nao,nao
1 - 200 DM,24.0,bom,moveis/eletrodomesticos,4057,< 100 DM,4 - 7 anos,3.0,3.0,43,nenhum,propria,1,qualificado,1,sim,sim
< 0 DM,12.0,bom,educacao,795,< 100 DM,< 1 ano,4.0,4.0,53,nenhum,propria,1,qualificado,1,nao,sim
1 - 200 DM,24.0,critico,negocios,2825,desconhecido,4 - 7 anos,4.0,3.0,34,nenhum,propria,2,qualificado,2,sim,nao
1 - 200 DM,48.0,bom,negocios,15672,< 100 DM,1 - 4 anos,2.0,2.0,23,nenhum,propria,1,qualificado,1,sim,sim
desconhecido,36.0,critico,carro,6614,< 100 DM,> 7 anos,4.0,4.0,34,nenhum,propria,2,gerencial,1,sim,nao
desconhecido,28.0,muito bom,carro,7824,desconhecido,< 1 ano,3.0,4.0,40,banco,alugada,2,qualificado,2,sim,nao
< 0 DM,27.0,critico,negocios,2442,< 100 DM,> 7 anos,4.0,4.0,43,loja,propria,4,gerencial,2,sim,nao
desconhecido,15.0,critico,moveis/eletrodomesticos,1829,< 100 DM,> 7 anos,4.0,4.0,46,nenhum,propria,2,qualificado,1,sim,nao
< 0 DM,12.0,critico,carro,2171,< 100 DM,1 - 4 anos,4.0,4.0,38,banco,propria,2,nao-qualificado,1,nao,nao
1 - 200 DM,36.0,critico,carro,5800,< 100 DM,1 - 4 anos,3.0,4.0,34,nenhum,propria,2,qualificado,1,sim,nao
desconhecido,18.0,critico,moveis/eletrodomesticos,1169,desconhecido,1 - 4 anos,4.0,3.0,29,nenhum,propria,2,qualificado,1,sim,nao
desconhecido,36.0,ruim,carro,8947,desconhecido,4 - 7 anos,3.0,2.0,31,loja,propria,1,gerencial,2,sim,nao
< 0 DM,21.0,bom,moveis/eletrodomesticos,2606,< 100 DM,< 1 ano,4.0,4.0,28,nenhum,alugada,1,gerencial,1,sim,nao
desconhecido,12.0,critico,moveis/eletrodomesticos,1592,> 1000 DM,4 - 7 anos,3.0,2.0,35,nenhum,propria,1,qualificado,1,nao,nao
desconhecido,15.0,bom,moveis/eletrodomesticos,2186,desconhecido,4 - 7 anos,1.0,4.0,33,banco,alugada,1,nao-qualificado,1,nao,nao
< 0 DM,18.0,bom,moveis/eletrodomesticos,4153,< 100 DM,1 - 4 anos,2.0,3.0,42,nenhum,propria,1,qualificado,1,nao,sim
< 0 DM,16.0,critico,carro,2625,< 100 DM,> 7 anos,2.0,4.0,43,banco,alugada,1,qualificado,1,sim,sim
desconhecido,20.0,critico,carro,3485,desconhecido,< 1 ano,2.0,4.0,44,nenhum,propria,2,qualificado,1,sim,nao
desconhecido,36.0,critico,carro,10477,desconhecido,> 7 anos,2.0,4.0,42,nenhum,outros,2,qualificado,1,nao,nao
desconhecido,15.0,bom,moveis/eletrodomesticos,1386,desconhecido,1 - 4 anos,4.0,2.0,40,nenhum,alugada,1,qualificado,1,sim,nao
desconhecido,24.0,bom,moveis/eletrodomesticos,1278,< 100 DM,> 7 anos,4.0,1.0,36,nenhum,propria,1,gerencial,1,sim,nao
< 0 DM,12.0,bom,moveis/eletrodomesticos,1107,< 100 DM,1 - 4 anos,2.0,2.0,20,nenhum,alugada,1,gerencial,2,sim,nao
< 0 DM,21.0,bom,carro,3763,desconhecido,4 - 7 anos,2.0,2.0,24,nenhum,propria,1,nao-qualificado,1,nao,nao
1 - 200 DM,36.0,bom,educacao,3711,desconhecido,1 - 4 anos,2.0,2.0,27,nenhum,propria,1,qualificado,1,nao,nao
desconhecido,15.0,ruim,carro,3594,< 100 DM,< 1 ano,1.0,2.0,46,nenhum,propria,2,nao-qualificado,1,nao,nao
1 - 200 DM,9.0,bom,carro,3195,desconhecido,1 - 4 anos,1.0,2.0,33,nenhum,propria,1,nao-qualificado,1,nao,nao
desconhecido,36.0,ruim,moveis/eletrodomesticos,4454,< 100 DM,1 - 4 anos,4.0,4.0,34,nenhum,propria,2,qualificado,1,nao,nao
1 - 200 DM,24.0,critico,moveis/eletrodomesticos,4736,< 100 DM,< 1 ano,2.0,4.0,25,banco,propria,1,nao-qualificado,1,nao,sim
1 - 200 DM,30.0,bom,moveis/eletrodomesticos,2991,desconhecido,> 7 anos,2.0,4.0,25,nenhum,propria,1,qualificado,1,nao,nao
desconhecido,11.0,bom,negocios,2142,> 1000 DM,> 7 anos,1.0,2.0,28,nenhum,propria,1,qualificado,1,sim,nao
< 0 DM,24.0,muito bom,negocios,3161,< 100 DM,1 - 4 anos,4.0,2.0,31,nenhum,alugada,1,qualificado,1,sim,sim
1 - 200 DM,48.0,perfeito,carr0,18424,< 100 DM,1 - 4 anos,1.0,2.0,32,banco,propria,1,gerencial,1,sim,sim
desconhecido,10.0,bom,carro,2848,100 - 500 DM,1 - 4 anos,1.0,2.0,32,nenhum,propria,1,qualificado,2,nao,nao
< 0 DM,6.0,bom,carro,14896,< 100 DM,> 7 anos,1.0,4.0,68,banco,propria,1,gerencial,1,sim,sim
< 0 DM,24.0,bom,moveis/eletrodomesticos,2359,100 - 500 DM,desempregado,1.0,1.0,33,nenhum,propria,1,qualificado,1,nao,sim
< 0 DM,24.0,bom,moveis/eletrodomesticos,3345,< 100 DM,> 7 anos,4.0,2.0,39,nenhum,alugada,1,gerencial,1,sim,sim
desconhecido,18.0,critico,moveis/eletrodomesticos,1817,< 100 DM,1 - 4 anos,4.0,2.0,28,nenhum,propria,2,qualificado,1,nao,nao
desconhecido,48.0,ruim,moveis/eletrodomesticos,12749,500 - 1000 DM,4 - 7 anos,4.0,1.0,37,nenhum,propria,1,gerencial,1,sim,nao
< 0 DM,9.0,bom,moveis/eletrodomesticos,1366,< 100 DM,< 1 ano,3.0,4.0,22,nenhum,alugada,1,qualificado,1,nao,sim
1 - 200 DM,12.0,bom,carro,2002,< 100 DM,4 - 7 anos,3.0,4.0,30,nenhum,alugada,1,qualificado,2,sim,nao
< 0 DM,24.0,muito bom,moveis/eletrodomesticos,6872,< 100 DM,< 1 ano,2.0,1.0,55,banco,propria,1,qualificado,1,sim,sim
< 0 DM,12.0,muito bom,carro,697,< 100 DM,< 1 ano,4.0,2.0,46,banco,propria,2,qualificado,1,sim,sim
< 0 DM,,critico,moveis/eletrodomesticos,1049,< 100 DM,< 1 ano,4.0,4.0,21,nenhum,alugada,1,qualificado,1,nao,nao
< 0 DM,48.0,bom,carro,10297,< 100 DM,4 - 7 anos,4.0,4.0,39,loja,outros,3,qualificado,2,sim,sim
desconhecido,30.0,bom,moveis/eletrodomesticos,1867,desconhecido,> 7 anos,4.0,4.0,58,nenhum,propria,1,qualificado,1,sim,nao
< 0 DM,12.0,ruim,carro,1344,< 100 DM,1 - 4 anos,4.0,2.0,43,nenhum,propria,2,nao-qualificado,2,nao,nao
< 0 DM,24.0,bom,moveis/eletrodomesticos,1747,< 100 DM,< 1 ano,4.0,1.0,24,nenhum,propria,1,nao-qualificado,1,nao,nao
1 - 200 DM,9.0,bom,moveis/eletrodomesticos,1670,< 100 DM,< 1 ano,4.0,2.0,22,nenhum,propria,1,qualificado,1,sim,sim
desconhecido,9.0,critico,carro,1224,< 100 DM,1 - 4 anos,3.0,1.0,30,nenhum,propria,2,qualificado,1,nao,nao
desconhecido,12.0,critico,moveis/eletrodomesticos,522,500 - 1000 DM,> 7 anos,4.0,4.0,42,nenhum,propria,2,qualificado,2,sim,nao
< 0 DM,12.0,bom,moveis/eletrodomesticos,1498,< 100 DM,1 - 4 anos,4.0,1.0,23,banco,propria,1,qualificado,1,nao,nao
1 - 200 DM,30.0,ruim,moveis/eletrodomesticos,1919,100 - 500 DM,< 1 ano,4.0,3.0,30,loja,propria,2,gerencial,1,nao,sim
> 200 DM,9.0,bom,moveis/eletrodomesticos,745,< 100 DM,1 - 4 anos,3.0,2.0,28,nenhum,propria,1,nao-qualificado,1,nao,sim
